,user,item,score,test_item,test_score,rank
18,0,2120,0.01792287640273571,25,0.6971921920776367,56.0
17,0,947,0.01755988784134388,25,0.6971921920776367,57.0
39,0,1986,0.017461495473980904,25,0.6971921920776367,58.0
78,0,310,0.016884777694940567,25,0.6971921920776367,59.0
96,0,2310,0.01610453613102436,25,0.6971921920776367,60.0
40,0,2345,0.015406820923089981,25,0.6971921920776367,61.0
64,0,3268,0.011874452233314514,25,0.6971921920776367,62.0
49,0,2006,0.011812753975391388,25,0.6971921920776367,63.0
7,0,2147,0.010907161980867386,25,0.6971921920776367,64.0
15,0,2442,0.010685024783015251,25,0.6971921920776367,65.0
69,0,2074,0.010436962358653544,25,0.6971921920776367,66.0
66,0,2614,0.010136261582374571,25,0.6971921920776367,67.0
42,0,1502,0.00968198664486408,25,0.6971921920776367,68.0
20,0,1207,0.00883927196264267,25,0.6971921920776367,69.0
81,0,961,0.00814796332269907,25,0.6971921920776367,70.0
23,0,441,0.0071067363023757935,25,0.6971921920776367,71.0
22,0,3148,0.0060142045840621,25,0.6971921920776367,72.0
74,0,3044,0.005698605440557003,25,0.6971921920776367,73.0
98,0,2947,0.0053675537928938866,25,0.6971921920776367,74.0
34,0,3042,0.005264027509838343,25,0.6971921920776367,75.0
14,0,1519,0.005242177750915289,25,0.6971921920776367,76.0
24,0,2585,0.004778155591338873,25,0.6971921920776367,77.0
28,0,2941,0.0038702492602169522,25,0.6971921920776367,78.0
85,0,3342,0.003642353229224682,25,0.6971921920776367,79.0
59,0,3000,0.0026776879094541073,25,0.6971921920776367,80.0
11,0,3452,0.002377959666773677,25,0.6971921920776367,81.0
2,0,3157,0.002359762787818909,25,0.6971921920776367,82.0
76,0,2935,0.0018661059439182281,25,0.6971921920776367,83.0
37,0,2854,0.0015145448269322517,25,0.6971921920776367,84.0
60,0,3494,0.0012854511151090266,25,0.6971921920776367,85.0
70,0,3444,0.0011602140730246902,25,0.6971921920776367,86.0
25,0,3327,0.0011286308290436866,25,0.6971921920776367,87.0
3,0,3699,0.0010480089113116264,25,0.6971921920776367,88.0
71,0,3606,0.0009649529820308088,25,0.6971921920776367,89.0
83,0,3343,0.0009397150715813039,25,0.6971921920776367,90.0
16,0,3705,0.0007946842233650386,25,0.6971921920776367,91.0
10,0,3263,0.0007229379843920469,25,0.6971921920776367,92.0
0,0,3511,0.0006176054594106972,25,0.6971921920776367,93.0
51,0,3597,0.00047480833018198615,25,0.6971921920776367,94.0
91,0,3637,0.0004126631538383663,25,0.6971921920776367,95.0
55,0,3350,0.00032844991073943675,25,0.6971921920776367,96.0
36,0,3536,0.00030949313077144325,25,0.6971921920776367,97.0
29,0,3371,0.00028092091088183224,25,0.6971921920776367,98.0
77,0,3618,0.0002792346349451691,25,0.6971921920776367,99.0
63,0,3431,0.000265813316218555,25,0.6971921920776367,100.0
123,1,264,0.9621610641479492,66,0.15503889322280884,1.0
174,1,195,0.9588543176651,66,0.15503889322280884,2.0
132,1,662,0.9040583372116088,66,0.15503889322280884,3.0
188,1,728,0.7201837301254272,66,0.15503889322280884,4.0
111,1,504,0.6991459727287292,66,0.15503889322280884,5.0
117,1,1120,0.6698139309883118,66,0.15503889322280884,6.0
185,1,383,0.6444632411003113,66,0.15503889322280884,7.0
186,1,541,0.6048687696456909,66,0.15503889322280884,8.0
133,1,741,0.4985931217670441,66,0.15503889322280884,9.0
156,1,1256,0.4307017922401428,66,0.15503889322280884,10.0
126,1,1194,0.4183424711227417,66,0.15503889322280884,11.0
177,1,608,0.4171225428581238,66,0.15503889322280884,12.0
128,1,411,0.3706039786338806,66,0.15503889322280884,13.0
134,1,287,0.32203882932662964,66,0.15503889322280884,14.0
136,1,457,0.2791783511638641,66,0.15503889322280884,15.0
119,1,882,0.2779793739318848,66,0.15503889322280884,16.0
172,1,908,0.2750319540500641,66,0.15503889322280884,17.0
120,1,904,0.2669762074947357,66,0.15503889322280884,18.0
165,1,1457,0.2573234438896179,66,0.15503889322280884,19.0
139,1,2343,0.2545015811920166,66,0.15503889322280884,20.0
122,1,893,0.2425754964351654,66,0.15503889322280884,21.0
163,1,1592,0.22126814723014832,66,0.15503889322280884,22.0
118,1,1318,0.2146383821964264,66,0.15503889322280884,23.0
150,1,1010,0.20021702349185946,66,0.15503889322280884,24.0
170,1,1502,0.17757128179073334,66,0.15503889322280884,25.0
597961,1,66,0.15503889322280884,66,0.15503889322280884,26.0
155,1,2503,0.14300969243049622,66,0.15503889322280884,27.0
164,1,466,0.13471582531929016,66,0.15503889322280884,28.0
108,1,2535,0.1228763908147812,66,0.15503889322280884,29.0
166,1,601,0.12142278999090195,66,0.15503889322280884,30.0
154,1,1846,0.11604836583137512,66,0.15503889322280884,31.0
196,1,2317,0.10486826300621033,66,0.15503889322280884,32.0
106,1,2599,0.07967326045036316,66,0.15503889322280884,33.0
180,1,1652,0.07670225948095323,66,0.15503889322280884,34.0
101,1,1491,0.07306825369596481,66,0.15503889322280884,35.0
182,1,827,0.06459082663059235,66,0.15503889322280884,36.0
109,1,1307,0.06368730962276459,66,0.15503889322280884,37.0
192,1,314,0.058764882385730736,66,0.15503889322280884,38.0
131,1,3232,0.05821972340345383,66,0.15503889322280884,39.0
116,1,2486,0.05715395137667656,66,0.15503889322280884,40.0
129,1,496,0.051838364452123635,66,0.15503889322280884,41.0
176,1,1239,0.051707975566387177,66,0.15503889322280884,42.0
110,1,1951,0.046454552561044686,66,0.15503889322280884,43.0
179,1,1032,0.04541945457458496,66,0.15503889322280884,44.0
141,1,1731,0.045250114053487785,66,0.15503889322280884,45.0
127,1,2080,0.04311644658446312,66,0.15503889322280884,46.0
99,1,640,0.041529439389705665,66,0.15503889322280884,47.0
173,1,1124,0.03842618688941002,66,0.15503889322280884,48.0
160,1,2755,0.0377693846821785,66,0.15503889322280884,49.0
104,1,961,0.03344282880425453,66,0.15503889322280884,50.0
103,1,2342,0.03326074406504631,66,0.15503889322280884,51.0
148,1,1093,0.029428517445921894,66,0.15503889322280884,52.0
194,1,2479,0.029049880802631375,66,0.15503889322280884,53.0
157,1,1974,0.028905199840664864,66,0.15503889322280884,54.0
130,1,2909,0.028159147128462788,66,0.15503889322280884,55.0
145,1,1257,0.024663284420967102,66,0.15503889322280884,56.0
191,1,1025,0.022940874099731445,66,0.15503889322280884,57.0
167,1,2121,0.02112370915710926,66,0.15503889322280884,58.0
146,1,2266,0.01851978898048401,66,0.15503889322280884,59.0
112,1,2571,0.01791686750948429,66,0.15503889322280884,60.0
158,1,2146,0.016658039763569832,66,0.15503889322280884,61.0
169,1,2710,0.012839961796998978,66,0.15503889322280884,62.0
175,1,3125,0.012833272106945516,66,0.15503889322280884,63.0
159,1,2833,0.011741811409592628,66,0.15503889322280884,64.0
115,1,1427,0.0113496957346797,66,0.15503889322280884,65.0
107,1,2370,0.011167452670633793,66,0.15503889322280884,66.0
183,1,1874,0.010636918246746063,66,0.15503889322280884,67.0
144,1,2277,0.01010722853243351,66,0.15503889322280884,68.0
197,1,2595,0.008790439926087856,66,0.15503889322280884,69.0
100,1,2371,0.007794831879436971,66,0.15503889322280884,70.0
152,1,2544,0.0067104073241353035,66,0.15503889322280884,71.0
162,1,3378,0.006508659105747938,66,0.15503889322280884,72.0
151,1,2912,0.006220811977982521,66,0.15503889322280884,73.0
114,1,1705,0.006172887049615383,66,0.15503889322280884,74.0
137,1,2993,0.005895250476896763,66,0.15503889322280884,75.0
102,1,3465,0.005760860629379749,66,0.15503889322280884,76.0
124,1,2638,0.005645457189530134,66,0.15503889322280884,77.0
105,1,3403,0.005581778474152088,66,0.15503889322280884,78.0
171,1,3590,0.0047866753302514544,66,0.15503889322280884,79.0
178,1,3018,0.0043542711064219475,66,0.15503889322280884,80.0
168,1,2533,0.00400388753041625,66,0.15503889322280884,81.0
195,1,2726,0.003997835796326399,66,0.15503889322280884,82.0
190,1,2986,0.003863750491291285,66,0.15503889322280884,83.0
143,1,3017,0.0037160220090299853,66,0.15503889322280884,84.0
125,1,2818,0.0033571142703294754,66,0.15503889322280884,85.0
187,1,3336,0.0032473043538630013,66,0.15503889322280884,86.0
193,1,3475,0.0031694271601736546,66,0.15503889322280884,87.0
142,1,3560,0.0031224905978888273,66,0.15503889322280884,88.0
147,1,3453,0.0028610031586140394,66,0.15503889322280884,89.0
149,1,3608,0.002775965025648475,66,0.15503889322280884,90.0
138,1,3526,0.0026577345561236143,66,0.15503889322280884,91.0
161,1,2997,0.002520550275221467,66,0.15503889322280884,92.0
113,1,3397,0.0025109415873885155,66,0.15503889322280884,93.0
135,1,3579,0.002355321776121855,66,0.15503889322280884,94.0
121,1,3493,0.0022164215333759785,66,0.15503889322280884,95.0
140,1,2928,0.002010186202824116,66,0.15503889322280884,96.0
181,1,3383,0.0014470889000222087,66,0.15503889322280884,97.0
153,1,3509,0.0010867646196857095,66,0.15503889322280884,98.0
184,1,3470,0.0009450813522562382,66,0.15503889322280884,99.0
189,1,3632,0.0008361313375644387,66,0.15503889322280884,100.0
215,2,97,0.9698548316955566,207,0.6592136025428772,1.0
264,2,714,0.9275725483894348,207,0.6592136025428772,2.0
207,2,541,0.8184166550636292,207,0.6592136025428772,3.0
219,2,558,0.703278660774231,207,0.6592136025428772,4.0
272,2,767,0.7027115225791931,207,0.6592136025428772,5.0
232,2,1115,0.6873928904533386,207,0.6592136025428772,6.0
597962,2,207,0.6592136025428772,207,0.6592136025428772,7.0
217,2,808,0.6215964555740356,207,0.6592136025428772,8.0
262,2,699,0.482860267162323,207,0.6592136025428772,9.0
293,2,374,0.3821992874145508,207,0.6592136025428772,10.0
216,2,848,0.31679782271385193,207,0.6592136025428772,11.0
268,2,531,0.2868767082691193,207,0.6592136025428772,12.0
286,2,1078,0.25569471716880804,207,0.6592136025428772,13.0
239,2,1837,0.2245422899723053,207,0.6592136025428772,14.0
212,2,526,0.22170519828796387,207,0.6592136025428772,15.0
243,2,212,0.18375565111637115,207,0.6592136025428772,16.0
259,2,288,0.17605246603488922,207,0.6592136025428772,17.0
290,2,56,0.1729273647069931,207,0.6592136025428772,18.0
221,2,913,0.16560514271259308,207,0.6592136025428772,19.0
237,2,1284,0.1597706526517868,207,0.6592136025428772,20.0
245,2,464,0.1199127957224846,207,0.6592136025428772,21.0
257,2,884,0.11045610904693604,207,0.6592136025428772,22.0
294,2,1426,0.1048545241355896,207,0.6592136025428772,23.0
280,2,1326,0.0940045714378357,207,0.6592136025428772,24.0
270,2,1862,0.07077207416296005,207,0.6592136025428772,25.0
209,2,425,0.06868937611579895,207,0.6592136025428772,26.0
238,2,1485,0.04777928814291954,207,0.6592136025428772,27.0
203,2,823,0.036627735942602165,207,0.6592136025428772,28.0
234,2,955,0.03476311266422272,207,0.6592136025428772,29.0
254,2,744,0.0343746654689312,207,0.6592136025428772,30.0
274,2,1982,0.030364736914634705,207,0.6592136025428772,31.0
220,2,2013,0.030279219150543213,207,0.6592136025428772,32.0
199,2,354,0.029580948874354362,207,0.6592136025428772,33.0
251,2,1977,0.02619805745780468,207,0.6592136025428772,34.0
198,2,2838,0.02418855391442776,207,0.6592136025428772,35.0
275,2,2841,0.0227707028388977,207,0.6592136025428772,36.0
244,2,2494,0.022388940677046776,207,0.6592136025428772,37.0
224,2,301,0.020504901185631752,207,0.6592136025428772,38.0
248,2,1116,0.01958731934428215,207,0.6592136025428772,39.0
296,2,238,0.019451312720775604,207,0.6592136025428772,40.0
235,2,345,0.016932222992181778,207,0.6592136025428772,41.0
240,2,789,0.01619008556008339,207,0.6592136025428772,42.0
227,2,2280,0.015449859201908113,207,0.6592136025428772,43.0
208,2,1653,0.014263967983424662,207,0.6592136025428772,44.0
228,2,1794,0.014232128858566284,207,0.6592136025428772,45.0
214,2,2531,0.013063558377325537,207,0.6592136025428772,46.0
201,2,560,0.013039150275290012,207,0.6592136025428772,47.0
200,2,121,0.012082107365131378,207,0.6592136025428772,48.0
206,2,2410,0.011661404743790628,207,0.6592136025428772,49.0
233,2,337,0.0106913261115551,207,0.6592136025428772,50.0
230,2,466,0.00881358701735735,207,0.6592136025428772,51.0
283,2,1642,0.006987614091485739,207,0.6592136025428772,52.0
242,2,1964,0.00619957922026515,207,0.6592136025428772,53.0
229,2,2592,0.005888119805604219,207,0.6592136025428772,54.0
265,2,1453,0.0058288201689720145,207,0.6592136025428772,55.0
258,2,3194,0.005232667550444603,207,0.6592136025428772,56.0
210,2,1567,0.004999531898647547,207,0.6592136025428772,57.0
269,2,2495,0.0047503504902124405,207,0.6592136025428772,58.0
202,2,2651,0.004695554729551078,207,0.6592136025428772,59.0
273,2,61,0.004238170571625233,207,0.6592136025428772,60.0
291,2,1926,0.003876810427755117,207,0.6592136025428772,61.0
267,2,1077,0.0034323541913181548,207,0.6592136025428772,62.0
253,2,2384,0.0030911669600754976,207,0.6592136025428772,63.0
277,2,2382,0.0021789229940623045,207,0.6592136025428772,64.0
287,2,679,0.0019904824439436197,207,0.6592136025428772,65.0
211,2,3466,0.001585047342814505,207,0.6592136025428772,66.0
255,2,2908,0.0013681306736543775,207,0.6592136025428772,67.0
252,2,3484,0.0013284713495522738,207,0.6592136025428772,68.0
279,2,2134,0.0012250212021172047,207,0.6592136025428772,69.0
285,2,2744,0.0011553961085155606,207,0.6592136025428772,70.0
222,2,3029,0.0010050624841824174,207,0.6592136025428772,71.0
246,2,2915,0.0009478073334321381,207,0.6592136025428772,72.0
256,2,2806,0.0008999105193652213,207,0.6592136025428772,73.0
241,2,2113,0.0008747898391447961,207,0.6592136025428772,74.0
250,2,3047,0.0008227731450460851,207,0.6592136025428772,75.0
266,2,2219,0.0008190899388864636,207,0.6592136025428772,76.0
261,2,2820,0.0007573979091830553,207,0.6592136025428772,77.0
271,2,2777,0.0006328485324047506,207,0.6592136025428772,78.0
289,2,2880,0.0006121714250184597,207,0.6592136025428772,79.0
218,2,2992,0.0006085087079554796,207,0.6592136025428772,80.0
284,2,3482,0.000569680065382272,207,0.6592136025428772,81.0
231,2,3474,0.0005692474660463631,207,0.6592136025428772,82.0
263,2,3513,0.0005453221383504571,207,0.6592136025428772,83.0
276,2,1729,0.0005245386273600161,207,0.6592136025428772,84.0
288,2,2347,0.0005200565792620182,207,0.6592136025428772,85.0
295,2,3078,0.0004124248225707561,207,0.6592136025428772,86.0
225,2,2833,0.00038432760629802937,207,0.6592136025428772,87.0
249,2,1519,0.0003046684723813087,207,0.6592136025428772,88.0
282,2,1513,0.000303357548546046,207,0.6592136025428772,89.0
213,2,165,0.0002639148151502013,207,0.6592136025428772,90.0
226,2,102,0.00026173354126513004,207,0.6592136025428772,91.0
204,2,2534,0.00018695325707085433,207,0.6592136025428772,92.0
247,2,867,0.00014589358761440965,207,0.6592136025428772,93.0
223,2,3330,8.781705400906503e-05,207,0.6592136025428772,94.0
278,2,3634,6.735617353115231e-05,207,0.6592136025428772,95.0
260,2,3281,6.561119516845794e-05,207,0.6592136025428772,96.0
205,2,3451,5.548262561205775e-05,207,0.6592136025428772,97.0
292,2,3088,5.141361907590181e-05,207,0.6592136025428772,98.0
281,2,2709,3.8723828765796504e-05,207,0.6592136025428772,99.0
236,2,2700,3.220283906557597e-05,207,0.6592136025428772,100.0
389,3,62,0.9005354046821594,208,0.6707737445831299,1.0
392,3,9,0.876656711101532,208,0.6707737445831299,2.0
361,3,0,0.8422555327415466,208,0.6707737445831299,3.0
322,3,6,0.7422708868980408,208,0.6707737445831299,4.0
597963,3,208,0.6707737445831299,208,0.6707737445831299,5.0
353,3,666,0.5400264263153076,208,0.6707737445831299,6.0
328,3,1001,0.5210410952568054,208,0.6707737445831299,7.0
316,3,1610,0.3560197353363037,208,0.6707737445831299,8.0
364,3,2046,0.35359013080596924,208,0.6707737445831299,9.0
300,3,1004,0.3441304862499237,208,0.6707737445831299,10.0
327,3,676,0.31759440898895264,208,0.6707737445831299,11.0
381,3,555,0.30376699566841125,208,0.6707737445831299,12.0
387,3,13,0.3019190728664398,208,0.6707737445831299,13.0
363,3,170,0.2646998465061188,208,0.6707737445831299,14.0
297,3,2250,0.2410780638456345,208,0.6707737445831299,15.0
305,3,1200,0.2055489271879196,208,0.6707737445831299,16.0
324,3,808,0.19384735822677607,208,0.6707737445831299,17.0
388,3,895,0.1499302089214325,208,0.6707737445831299,18.0
347,3,202,0.14806407690048218,208,0.6707737445831299,19.0
338,3,138,0.12420832365751265,208,0.6707737445831299,20.0
358,3,2320,0.1206146776676178,208,0.6707737445831299,21.0
299,3,573,0.10488145798444748,208,0.6707737445831299,22.0
298,3,1171,0.09390313923358916,208,0.6707737445831299,23.0
318,3,1718,0.07602165639400482,208,0.6707737445831299,24.0
386,3,1316,0.07487902790307999,208,0.6707737445831299,25.0
383,3,1666,0.07149500399827957,208,0.6707737445831299,26.0
359,3,2494,0.06987206637859343,208,0.6707737445831299,27.0
307,3,1492,0.060774408280849464,208,0.6707737445831299,28.0
313,3,563,0.059211593121290214,208,0.6707737445831299,29.0
374,3,1721,0.054975468665361404,208,0.6707737445831299,30.0
366,3,1299,0.05099213868379593,208,0.6707737445831299,31.0
329,3,934,0.05037546157836914,208,0.6707737445831299,32.0
385,3,1731,0.04258301854133606,208,0.6707737445831299,33.0
357,3,2016,0.03676418215036392,208,0.6707737445831299,34.0
315,3,1291,0.036263249814510345,208,0.6707737445831299,35.0
368,3,1933,0.034141868352890015,208,0.6707737445831299,36.0
306,3,2779,0.028196046128869057,208,0.6707737445831299,37.0
382,3,66,0.027652744203805923,208,0.6707737445831299,38.0
321,3,351,0.024455023929476738,208,0.6707737445831299,39.0
331,3,1856,0.024168584495782845,208,0.6707737445831299,40.0
351,3,1082,0.02310988493263721,208,0.6707737445831299,41.0
369,3,225,0.022526979446411133,208,0.6707737445831299,42.0
349,3,1845,0.021651849150657654,208,0.6707737445831299,43.0
375,3,791,0.021625040099024773,208,0.6707737445831299,44.0
339,3,1668,0.02058275230228901,208,0.6707737445831299,45.0
304,3,2520,0.01904031634330749,208,0.6707737445831299,46.0
341,3,2895,0.01900796592235565,208,0.6707737445831299,47.0
330,3,2631,0.018822457641363144,208,0.6707737445831299,48.0
326,3,1390,0.017894629389047626,208,0.6707737445831299,49.0
348,3,699,0.01753695122897625,208,0.6707737445831299,50.0
323,3,2456,0.01685263216495514,208,0.6707737445831299,51.0
376,3,2267,0.015606429427862169,208,0.6707737445831299,52.0
393,3,2788,0.014352477155625818,208,0.6707737445831299,53.0
377,3,2614,0.012062556110322477,208,0.6707737445831299,54.0
332,3,1571,0.011472451500594616,208,0.6707737445831299,55.0
308,3,2438,0.011226845905184746,208,0.6707737445831299,56.0
394,3,2185,0.01058004330843687,208,0.6707737445831299,57.0
303,3,1463,0.010440316982567309,208,0.6707737445831299,58.0
343,3,1734,0.008822868578135967,208,0.6707737445831299,59.0
350,3,282,0.008028424344956875,208,0.6707737445831299,60.0
336,3,2348,0.007977794855833055,208,0.6707737445831299,61.0
384,3,2800,0.00738631235435605,208,0.6707737445831299,62.0
314,3,2952,0.0069080330431461326,208,0.6707737445831299,63.0
344,3,3183,0.006386829074472189,208,0.6707737445831299,64.0
345,3,2733,0.006178280804306269,208,0.6707737445831299,65.0
391,3,3112,0.005870838183909655,208,0.6707737445831299,66.0
342,3,2345,0.004662637133151293,208,0.6707737445831299,67.0
354,3,1849,0.004156456794589758,208,0.6707737445831299,68.0
395,3,2528,0.004108077846467495,208,0.6707737445831299,69.0
312,3,2564,0.003722095862030983,208,0.6707737445831299,70.0
371,3,3390,0.003171900287270546,208,0.6707737445831299,71.0
378,3,362,0.0029666232876479626,208,0.6707737445831299,72.0
367,3,3452,0.0025962835643440485,208,0.6707737445831299,73.0
352,3,2894,0.002473759464919567,208,0.6707737445831299,74.0
325,3,2882,0.002439154079183936,208,0.6707737445831299,75.0
373,3,3348,0.0023630678188055754,208,0.6707737445831299,76.0
319,3,3416,0.002281805500388145,208,0.6707737445831299,77.0
346,3,2925,0.0022395167034119368,208,0.6707737445831299,78.0
355,3,2181,0.0021439327392727137,208,0.6707737445831299,79.0
335,3,2780,0.0020831243600696325,208,0.6707737445831299,80.0
302,3,1994,0.0020782819483429193,208,0.6707737445831299,81.0
310,3,2616,0.001841029617935419,208,0.6707737445831299,82.0
301,3,3142,0.0018148490926250813,208,0.6707737445831299,83.0
333,3,2930,0.0017639020225033164,208,0.6707737445831299,84.0
390,3,2959,0.0017176012042909858,208,0.6707737445831299,85.0
379,3,3451,0.001551570720039308,208,0.6707737445831299,86.0
309,3,3674,0.0015235062455758452,208,0.6707737445831299,87.0
320,3,2686,0.0015031985240057109,208,0.6707737445831299,88.0
380,3,2992,0.0013648081803694367,208,0.6707737445831299,89.0
360,3,3115,0.0013133754255250096,208,0.6707737445831299,90.0
365,3,1356,0.0013083901721984148,208,0.6707737445831299,91.0
372,3,3605,0.001027887687087059,208,0.6707737445831299,92.0
362,3,3641,0.0009830760536715386,208,0.6707737445831299,93.0
356,3,3645,0.0009214283199980855,208,0.6707737445831299,94.0
337,3,3603,0.0008706295629963279,208,0.6707737445831299,95.0
370,3,3334,0.0008066177251748741,208,0.6707737445831299,96.0
317,3,3086,0.0005737922037951647,208,0.6707737445831299,97.0
334,3,3606,0.0005251151160337031,208,0.6707737445831299,98.0
340,3,3591,0.0003582349163480103,208,0.6707737445831299,99.0
311,3,3518,0.0003090720856562257,208,0.6707737445831299,100.0
411,4,531,0.7689946889877319,222,0.40486693382263184,1.0
401,4,1011,0.7190857529640198,222,0.40486693382263184,2.0
426,4,669,0.6720927357673645,222,0.40486693382263184,3.0
483,4,729,0.5643002390861511,222,0.40486693382263184,4.0
412,4,105,0.5581508278846741,222,0.40486693382263184,5.0
490,4,1459,0.5129027962684631,222,0.40486693382263184,6.0
469,4,581,0.4986304044723511,222,0.40486693382263184,7.0
463,4,1309,0.4755819737911224,222,0.40486693382263184,8.0
398,4,685,0.43995824456214905,222,0.40486693382263184,9.0
460,4,44,0.4091489017009735,222,0.40486693382263184,10.0
475,4,1302,0.4048728048801422,222,0.40486693382263184,11.0
597964,4,222,0.40486693382263184,222,0.40486693382263184,12.0
494,4,488,0.3763069808483124,222,0.40486693382263184,13.0
473,4,174,0.36185455322265625,222,0.40486693382263184,14.0
486,4,2156,0.343076229095459,222,0.40486693382263184,15.0
437,4,1487,0.33641430735588074,222,0.40486693382263184,16.0
452,4,1981,0.3356806039810181,222,0.40486693382263184,17.0
458,4,2602,0.294251948595047,222,0.40486693382263184,18.0
435,4,1261,0.2936370074748993,222,0.40486693382263184,19.0
476,4,869,0.28785285353660583,222,0.40486693382263184,20.0
477,4,810,0.2563510835170746,222,0.40486693382263184,21.0
428,4,1338,0.2464297264814377,222,0.40486693382263184,22.0
482,4,2444,0.2463825345039368,222,0.40486693382263184,23.0
487,4,3190,0.24111536145210266,222,0.40486693382263184,24.0
478,4,2587,0.23049646615982056,222,0.40486693382263184,25.0
417,4,672,0.21925528347492215,222,0.40486693382263184,26.0
430,4,91,0.21914254128932956,222,0.40486693382263184,27.0
413,4,1323,0.21664629876613614,222,0.40486693382263184,28.0
410,4,2768,0.20248259603977206,222,0.40486693382263184,29.0
397,4,978,0.19608648121356964,222,0.40486693382263184,30.0
491,4,933,0.18322740495204928,222,0.40486693382263184,31.0
405,4,944,0.16628393530845642,222,0.40486693382263184,32.0
414,4,2053,0.1620304435491562,222,0.40486693382263184,33.0
455,4,928,0.14671702682971954,222,0.40486693382263184,34.0
444,4,3070,0.1454782336950302,222,0.40486693382263184,35.0
453,4,1723,0.14485877752304074,222,0.40486693382263184,36.0
406,4,608,0.13267727196216586,222,0.40486693382263184,37.0
489,4,395,0.1157994270324707,222,0.40486693382263184,38.0
480,4,1676,0.115049347281456,222,0.40486693382263184,39.0
485,4,668,0.11418478190898895,222,0.40486693382263184,40.0
462,4,816,0.11071422696113586,222,0.40486693382263184,41.0
461,4,765,0.10696139186620712,222,0.40486693382263184,42.0
474,4,199,0.10606448352336884,222,0.40486693382263184,43.0
403,4,1344,0.1059134006500244,222,0.40486693382263184,44.0
488,4,1179,0.10516083240509032,222,0.40486693382263184,45.0
492,4,2340,0.09725075960159303,222,0.40486693382263184,46.0
470,4,1583,0.0901118740439415,222,0.40486693382263184,47.0
454,4,2401,0.09005419909954071,222,0.40486693382263184,48.0
399,4,2689,0.08912617713212967,222,0.40486693382263184,49.0
432,4,197,0.08847565948963165,222,0.40486693382263184,50.0
400,4,2857,0.07912814617156982,222,0.40486693382263184,51.0
